Judul,Penulis,Pembimbing 1,Pembimbing 2,Abstrak,Prodi
"PENENTUAN FAKTOR-FAKTOR YANG DOMINAN, UJI SENSORIS, UJI WARNA DAN UJI ANTIOKSIDAN MI UBI JALAR UNGU (Ipomoea batatas) TERFERMENTASI OLEH JAMUR Botryodiplodia Theobromae", Edy Dwi Saputra," Ir. Umi Purwandari, M.App.Sc., P.hD","Dr. Moh. Fuad Fauzul M, S.TP., M.Si","Sebelumnya dilaporkan bahwa ubi jalar yang difermentasi dengan Botryodiplodia theobromae dapat dibuat menjadi mie bebas gluten. Tujuan dari pekerjaan ini adalah untuk mengetahui karakteristik indera dari mie. Desain penelitian menggunakan Faktor Rancangan Acak Faktorial (RALF) dengan faktor pertama adalah proporsi pati ubi jalar modifikasi dengan air (gel) dan faktor kedua adalah proporsi gel gathotan dengan pati ubi modifikasi. Berdasarkan uji sensori hedonik menggunakan skala 1 sampai 9, preferensi terhadap kehalusan permukaan, kemilau permukaan, warna terhadap preferensi dan preferensi keseluruhan adalah 7,1, 6,3, 5,4 dan 5,6, masing-masing. Mie dibuat dengan proporsi 5 mL air dan proporsi 0,9 gram tepung yang disukai oleh panelis. Hasil uji warna menunjukkan bahwa nilai tertinggi dari nilai kecerahan (L) adalah 17,63, nilai optimum dari nilai kemerahan (a *) adalah 8,56 dan nilai optimum dari tingkat kekuningan (b *) adalah 22,06. Aktivitas antioksidan mie ubi jalar adalah 65,27 ± 3%, dengan IC50 sama dengan 41,9 ± 1 mg / kg. Faktor utama mempengaruhi keseluruhan preferensi terhadap mie adalah kerenyahan, mouthfeel dan rasa.
Kata kunci: Ubi jalar, Mi, Botryodiplodia theobromae.",Teknologi Industri Pertanian
"Analisis Tekstural, Sensoris Dan Finansial Produk Snack Bar Tepung Ganyong (Canna Edulis Ker.) Dan Tepung Hunkwee.", MASYFIYATUL FUADAH," Rakhmawati, S.TP., MT","Millatul Ulya, S.TP., MT","Indonesia merupakan negara yang memiliki tanah yang subur, berbagai jenis tanaman dapat tumbuh di wilayah Indonesia seperti umbi ganyong. Produk olahan sejenis kue berbahan tepung ganyong masih jarang digunakan. Kebayakan tepung pati ganyong digunakan sebagai bahan dasar dalam pembuatan su’un atau bihun ganyong. Tujuan dari penelitian ini adalah untuk mengetahui karakteristik tekstural serta perlakuan yang disukai keseluruhan pada snack bar dan mengetahui analisis finansial dalam pembuatan snack bar tepung ganyong dan tepung hunkwee. Metode penelitian yang digunakan adalah Rancangan Acak Kelompok (RAK) menggunakan 2 perlakuan yaitu formulasi tepung ganyong dan tepung hunkwee dengan penambahan isian wortel dan salak dengan pengulangan sebanyak dua kali. Hasil penelitian tingkat kekerasan (hardness) snack bar berada dikisaran antara 1993,77 sampai dengan 4553,85. Tingkat elastisitas (springiness) berada dikisaran antara 0,855 sampai dengan 1,3353. Tingkat kekompakan atau daya kohesif (cohesiveness) berada dikisaran antara 0,473 sampai dengan 0,5936. Analisis sensoris kesukaan keseluruhan snack bar menunjukkan bahwa perlakuan yang paling disukai adalah snack bar dengan formulasi tepung ganyong 30% dan tepung hunkwee 70% dengan isian wortel 50% dan salak 50% wortel dan formulasi tepung ganyong 30% dan tepung hunkwee 70% dengan isian wortel 30% dan salak 70%. Hasil analisis finansial usaha snack bar tepung ganyong dan tepung hunkwee didapatkan nilai HPP yaitu Rp 1.673, B/C Rasio 1,554, payback periode selama 2 tahun 3 bulan dengan BEP produk 1.921 unit.
Kata Kunci: snack bar, tepung ganyong, tepung hunkwee, finansial
",Teknologi Industri Pertanian
"ANALISIS SENSORIS, FISIK, DAN NILAI TAMBAH KERUPUK KULIT ARI KACANG KEDELAI (Glycine max L. Merril)", Rita Handayani," Ir. M. Fakhry, MP","Millatul Ulya, S.TP., MT","Kerupuk merupakan salah satu makanan ringan yang memiliki tekstur kering dan renyah yang terbuat dari tepung tapioka. Pada penelitian ini pembuatan kerupuk dilakukan dengan menggunakan bahan baku tepung tapioka dan tepung kulit ari kacang kedelai. Tepung kulit ari kacang kedelai diperoleh dari limbah industri tempe. Tujuan dari penelitian adalah mengetahui pengaruh proporsi dan STPP terhadap sifat sensoris, kadar air dan daya kembang kerupuk kulit ari kacang kedelai. Selain itu, untuk mengetahui proporsi terbaik dan nilai tambah kerupuk kulit ari kacang kedelai. Metode dalam penelitian ini menggunakan Rancangan Acak Lengkap (RAL) faktorial dengan dua faktor, yaitu proporsi tepung dan proporsi STPP. Terdapat 3 taraf proporsi tepung kulit ari kacang kedelai dengan tepung tapioka (1:1, 1:1,5 dan 1:2) dan 2 taraf proporsi STPP (0,25% dan 0,35%) dengan 3 kali pengulangan. Parameter penelitian yang diuji meliputi daya kembang, tekstur (hardness dan fracturability), kadar air, dan sensoris (warna, aroma, tekstur, rasa, dan keseluruhan). Perlakuan terbaik diperoleh menggunakan metode Comperative Performance Indeks (CPI). Hasil penelitian menunjukkan bahwa proporsi tepung kulit ari kacang kedelai dan tepung tapioka berpengaruh nyata terhadap kadar air kerupuk matang, daya kembang, hardness, sensoris warna, sensoris tekstur, dan kesukaan keseluruhan. Sedangkan proporsi STPP berpengaruh nyata terhadap fracturability dan sensoris warna. Berdasarkan penelitian yang dilakukan, proporsi terbaik antara proporsi tepung kulit ari kacang kedelai dan tepung tapioka ialah pada proporsi 1:2 dengan penambahan STPP 0,35%. Nilai tambah dilakukan menggunakan metode Hayami diperoleh sebesar Rp. 60.574 per satu kilogram.
Kata kunci: kerupuk, tepung tapioka, kulit ari kacang kedelai, STPP.",Teknologi Industri Pertanian
Analisis Pengaruh Penambahan Plasticizer dan Lama Blanching Terhadap Karakteristik Dan Finansial Nori Daun Katuk (Saurapus Androgynous L. merr), ANDITA RISHA ARNURY," Dr. M. Fuad Fauzul M., S.TP., M.Si","Rakhmawati, S.TP., MT","Tanaman katuk merupakan tanaman yang sangat mudah dijumpai di lingkungan ekitar kita, produki daun katuk mencapai 35 ton/ha/tahun. Daun katuk sendiri memiliki banyak sekali manfaat, salah satunya adalah memperlancar ASI. Daun katuk yang sebelumnya hanya diekstrak saja, kemudian dibuat inovasi menjadi nori. Nori di Indonesia banyak dibutuhkan di restoran-restoran jepang, tapi Indonesia masih belum bisa memroduksi nori secara masal, sehingga inovasi ini diharapkan bisa memenuhi kebutuhan nori di Indonesia. Penelitian ini bertujuan untuk mengetahui karakteristik nori daun katuk, mengetahui faktor yang berpengaruh dan mengetahui kelayakan dari segi finansial. Penelitian ini menggunakan Rancangan Acak Lengkap Faktorial (RALF) dengan 3 faktor yakni jenis plasticizer, konsentrasi plasticizer dan lama blanching. Hasil yang didapatkan kadar air nori daun katu berkisar antara 19,31%-40,7%, massa jenis berkisar antara 0,51 gr/cm3-1,59gr/cm3, nilai kecerahan (L) antara 20,2-21,58, nilai kemerahan (a*) antara 2,35-3,58, nilai kekuningan (b*) antara 22,55-26,05, dan kuat tarik berkisar antara 183,75 N/m2-1823,75N/m2. Produk nori daun katuk yang dihasilkan mempunyai tingkat kelayakan dengan NPV sebesar Rp. 28.668.684,8, B/C rasio senilai 1,16, PP selama 1 tahun 2 bulan, dan BEP sebanyak 6.668 unit.
Kata Kunci: nori, daun katuk, plasticizer, blanching, karakteristik, finansial.",Teknologi Industri Pertanian
Manajemen Strategi Pengembangan Industri Jamu Di kabupaten Sumenep, SYARIF HIDAYATULLAH," Millatul Ulya, S.TP., MT","Khoirul Hidayat, ST., M.T","Data Dinas kesehatan Kabupaten Sumenep, menunjukkan bahwa Kabupaten Sumenep memiliki 11 industri jamu. Setelah dilakukan survey penelitian ada beberapa industri jamu yang sudah tidak aktif, sehingga penilitan ini dilakukan untuk mengetahui alternatif strategi yang dapat digunakan sebagai upaya pengembangan industri jamu di Kabupaten Sumenep. Alat analisis yang digunakan dalam penelitian ini adalah analisis lingkungan internal (IFE) dan eksternal (EFE), matrik internal eksternal (IE), matrik SWOT dan QSPM (Quantitative Strategic Planning Matriks ). Dari hasil analisa diperoleh ada 14 faktor internal dan 10 faktor eksternal. Sedangkan untuk alternatif strategi ada 6 alternatif yang diperoleh dari matrik SWOT dan matrik IE. Pada matrik QSPM diperoleh prioritas strategi adalah 1. Meningkatkan bauran promosi, 2. Meningkatkan teknologi dan informasi, 3. Meningkatkan kualitas produk, 4. Menjalin kerjasama dengan pemerintah, 5. Meningkatkan kompetensi keryawan dan 6. Memperluas wilayah pemasaran.
Kata Kunci : Strategi Pengembangan, IFE, EFE, IE, SWOT dan QSPM.",Teknologi Industri Pertanian
Aplikasi Asap Cair Batang Tembakau (Nicotiana tabacum L.) Terhadap Umur Simpan Daging Ikan Gurami (Osphronemus gouramy) Segar, INDAH GITA CAHYANI," Dr. Moh. Fuad Fauzul M, S.TP., M.Si","Ir. Muhammad Fakhry, MP","Asap cair merupakan bahan pengawet alami yang tidak mengandung komponen berbahaya seperti hidrokarbon polisiklis aromatis (PAHs). Kandungan utama asap cair dari limbah batang daun tembakau yaitu berupa senyawa keton, asam dan beberapa senyawa aromatik. Ikan gurami (Osphronemus gouramy) adalah ikan air tawar yang populer sebagai ikan konsumsi di Asia. Namun ikan mudah mengalami proses pembusukan, sehingga perlu dilakukan upaya dalam mempertahankan kesegaran daging ikan. Adapun faktor yang mempengaruhi efektifitas pengawetan menggunakan asap cair adalah konsentrasi dan lama perendaman. Tujuan penelitian ini untuk mengetahui pengaruh konsentrasi asap cair batang tembakau dan lama perendaman terhadap karakteristik daging ikan gurami serta umur simpan daging ikan gurami yang disimpan dalam suhu ruang. Desain penelitian menggunakan rancangan acak lengkap Faktorial (RALF) dengan dua faktor yaitu konsentrasi asap cair 2%, 4%, dan 6% serta lama perendaman 10 menit, 20 menit, dan 30 menit. Parameter penelitian meliputi uji kekerasan (hardness), uji kenampakan warna dan aroma, uji total bakteri, dan penentuan umur simpan daging ikan gurami. Hasil penelitian menunjukkan bahwa konsentrasi asap cair batang tembakau dan lama perendaman berpengaruh nyata terhadap aroma dan total bakteri daging ikan gurami selama penyimpanan 14 jam, namun tidak berpengaruh terhadap kekerasan dan warna daging ikan gurami. Interaksi antara konsentrasi asap cair dan lama perendaman tidak berpengaruh nyata terhadap kekerasan, warna, aroma, dan total bakteri daging ikan gurami. Umur simpan daging ikan gurami segar berdasarkan parameter mikrobiologis bakteri yang paling lama adalah perlakuan dengan penambahan asap cair batang tembakau sebanyak 6% dan lama perendaman 30 menit (k3p3) yaitu selama 7 jam 45 menit dibandingkan perlakuan lainnya.
Kata kunci : Asap Cair Batang Tembakau, Ikan Gurami, Umur Simpan",Teknologi Industri Pertanian
"Karakteristik Mikrobiologi, Kimia, Fisik dan Sensoris Yoghurt Ampas Tahu", SAFINA ISTIGHFARIN," Millatul Ulya, S.TP., M.T.","Dr. Ir. Abdul Azis Jakfar, M.T.","Konsumsi yoghurt di Indonesia setiap tahunnya mengalami peningkatan. Bahan dasar yang digunakan dalam pembuatan yoghurt umumnya mengandung karbohidrat, gula pereduksi dan protein. Yoghurt dapat diproduksi dengan bantuan kultur bakteri. Limbah ampas tahu merupakan hasil sampingan dari pengolahan tahu yang masih mengandung protein, karbohidrat, lemak, air dan abu. Tujuan dari penelitian ini yaitu untuk mengetahui pengaruh formulasi ampas tahu dan konsentrasi starter bakteri terhadap total bakteri asam laktat, total mikroba, total asam, pH, viskositas dan karakteristik yoghurt ampas tahu dan membandingkan karakteristik mikrobiologi dan kimia yang dihasilkan dengan syarat mutu yoghurt dan yoghurt lain. Metode yang digunakan dalam penelitian ini yaitu RAL (rancangan acak lengkap) faktorial dengan 2 faktor, yaitu formulasi ampas tahu dan konsentrasi starter. Terdapat 3 level pada faktor formulasi ampas tahu dan air (0,5:20; 1:20; 2:20)dan 3 level faktor konsentrasi starter (5%, 7%, 10%). Parameter yang digunakan dalam penelitian ini yaitu total bakteri asam laktat, total mikroba, total asam, pH, viskositas dan sensoris (rasa, warna, tekstur, aroma dan kesukaan keseluruhan). Hasil yang didapatkan dari penelitian ini yaitu formulasi ampas tahu berpengaruh nyata terhadap total bakteri asam laktat (3,6×107-6,2×107 Cfu), pH (4,94-5,11),  viskositas (0,43-1,02 dPa.s), rasa, warna dan tingkat kesukaan keseluruhan. Konsentrasi starter berpengaruh nyata terhadap pH (4,94-5,11. Karakteristik mikrobiologi dan kimia yang dihasilkan yoghurt ampas tahu lebih rendah dibandingkan dengan yoghurt lain, namun masih masih memenuhi syarat mutu yoghurt.
Kata kunci: Yoghurt, Ampas Tahu, Konsentrasi Starter.
",Teknologi Industri Pertanian
"ANALISIS NILAI TAMBAH SNACK BAR SALAK (Salacca zalacca) DI KABUPATEN BANGKALAN MENGGUNAKAN
METODE VALUE ENGINEERING", Siti Nurohmah," Ir. Muhammad Fakhry, MP","Iffan Maflahah, S.TP., M.Si","Kabupaten Bangkalan memiliki potensi buah salak cukup tinggi. Rata-rata produksi komoditas salak di Kabupaten Bangkalan tiga tahun terakhir yaitu pada tahun 2015, 2016 dan 2017 mencapai 27,515 Kw. Produksi salak yang cukup tinggi menyebabkan penurunan nilai jual buah salak ketika panen tiba. Pengolahan buah salak menjadi snack bar merupakan alternatif terbaru olahan buah salak. Perlu adanya penelitian tentang analisis nilai tambah olahan buah salak dijadikan snack bar. Perhitungan dilakukan menggunakan metode value engineering. Value engineering merupakan metode yang digunakan untuk mengidentifikasi fungsi-fungsi, menciptakan gagasan kreatif dan inovatif diikuti dengan evaluasi terhadap biaya siklus hidup proyek sehingga mendapatkan pilihan terbaik, sehingga snack bar yang diproduksi akan sesuai dengan keinginan konsumen. Penelitian ini bertujuan untuk mengetahui alternatif yang digunakan untuk mengaplikasikan value engineering pada snack bar salak, mengetahui alternatif terbaik produk snack bar salak menurut keinginan konsumen serta mengetahui nilai tambah olahan salak dijadikan produk snack bar. Berdasarkan hasil penelitian pengolahan snack didapatkan lima alternatif terpilih. Alternatif pertama dengan varian rasa keju, harga < Rp 3.000, kemasan aluminium voil, bentuk produk bulat, berat bersih 30-40 gram; alternatif kedua dengan varian rasa keju, harga Rp 3.000-4.000, kemasan aluminium voil, bentuk produk persegi panjang, berat bersih 20-30 gram; alternatif ketiga dengan varian rasa cokelat, harga < Rp 3.000, kemasan aluminium voil, bentuk produk persegi panjang, berat bersih 30-40 gram; alternatif keempat dengan varian rasa cokelat, harga Rp 4.000- Rp 5.000 kemasan aluminium voil, bentuk produk persegi panjang, berat bersih 20-30 gram; alternatif kelima dengan varian rasa cokelat, harga Rp 4.000- Rp 5.000, kemasan aluminium voil, bentuk produk persegi panjang, berat bersih 30-40 gram. Desain alternatif terpilih yaitu alternatif pertama. Nilai tambah snack bar pada desain alternatif terpilih sebesar Rp 693 per kemasan dengan berat bersih 35 gram. Rasio nilai tambah yang diperoleh sebesar 30,04 % dengan persentase keuntungan sebesar 23,1 %.
Kata Kunci : Salak, Snack Bar, Nilai Tambah, Value Engineering.",Teknologi Industri Pertanian
PENGARUH SUHU TERHADAP UMUR SIMPAN FRUIT LEATHER SIWALAN (Borassus flabellifer L.) DENGAN PENAMBAHAN BUAH NAGA MERAH (Hylocereus costariencis), YAYUK LIA MUTIARAWATI," Dr. Ir. H. Asfan, MP","Ir. Umi Purwandari, M.App., Sc.Ph.D","ABSTRAK
Fruit leather adalah jenis makanan yang berasal dari daging buah yang telah dihancurkan dan dikeringkan, sehingga terbentuk lembaran tipis yang dapat digulung. Siwalan dan juga buah naga merupakan salah satu buah dapat dijadikan fruit leather. Fruit leather termasuk dalam produk olahan buah yang kering. Pada kondisi lembab produk kering diduga dapat menyerap air yang menyebabkan terjadinya perubahan tekstur dan juga kenampakannya. Oleh karena itu perlu adanya penentuan umur simpan. Umur simpan merupakan selang waktu antara saat produksi hingga konsumsi dimana produk berada dalam kondisi yang memuaskan berdasarkan karakteristik penampakan, rasa, aroma, tekstur, dan nilai gizi. Tujuan dari penelitian ini adalah untuk mengetahui bagaimana pengaruh suhu terhadap umur simpan fruit leather siwalan (Borassus flabellifer L.) dengan penambahan buah naga merah (Hylocereus costariencis). Penentuan umur simpan dapat dilakukan dengan menggunakan metode ASLT (Accelerated Shelf Life Testing) model Arrhenius. Fruit leather disimpan dalam inkubator pada suhu 35°C dan 45°C yang dilakukan pengujian setiap 5 hari sekali selama 25 hari. Pengujian yang digunakan antara lain uji kadar air, uji warna, pH, Aktivitas air (Aw), kuat tarik dan elongasi. Berdasarkan hasil perhitungan parameter yang digunakan dalam penentuan umur simpan pada fruit leather siwalan yaitu kadar air, karena memiliki nilai koefisien korelasi (R2) yang paling besar (mendekati angka 1). Hasil perhitungan umur simpan fruit leather siwalan yang disimpan pada suhu 35oC memiliki umur simpan selama 31 hari 3 jam 5 menit, dan pada suhu 45oC memiliki umur simpan selama 61 hari 5 jam 6 menit.
Kata Kunci : fruit leather, siwalan, buah naga, umur simpan.",Teknologi Industri Pertanian
Strategi Pengembangan Industri Jamu di Kabupaten Pamekasan - Madura, MUHAMMAD IMRON," Khoirul Hidayat, ST., M.T","Dr. Ir. H. Asfan, MP","Data Dinas Kesehatan Kabupaten Pamekasan pada tahun 2017 menunjukkan bahwa terdapat 25 industri jamu di Kabupaten Pamekasan, akan tetapi setelah melakukan survey langsung ke industri jamu hanya tersisa 8 industri jamu yang masih berproduksi. Oleh karena itu perlu adanya penelitian tentang strategi pengembangan industri jamu di Kabupaten Pamekasan. Metode yang digunakan dalam penelitian ini adalah metode Strengths, Weaknesses, Opportunites, Threats (SWOT), dan Internal Eksternal Matriks. Hasil penelitian ini menunjukkan bahwa terdapat 17 faktor internal dan 10 faktor eksternal yang dilakukan analisis SWOT menghasilkan lima alternatif strategi, kemudian dilakukan pemilihan strategi terbaik dengan menggunakan Quantitative Strategic Planning Matrix (QSPM) yang menghasilkan urutan strategi terbaik yaitu: 1) Meningkatkan kegiatan promosi; 2) pengembangan produk; 3) pengembangan pasar; 4) meningkatkan teknologi industri; dan 5) menjalin hubungan dengan pemerintah.
Kata Kunci: Industri Jamu, Pamekasan, SWOT",Teknologi Industri Pertanian
ANALISIS KELAYAKAN FINANSIAL PENERAPAN PRODUKSI BERSIH PADA PETERNAKAN AYAM RAS PETELUR DI DESA PANGGUNG  KECAMATAN SAMPANG KABUPATEN SAMPANG, HERU BUDI SANTOSO," Millatul Ulya, S.TP., M.T.","Ir. Umi Purwandari, M.App.Sc., P.hD","Peternakan ayam ras petelur menghasilkan limbah yang berpotensi mencemari lingkungan, sehingga perlu strategi produksi bersih untuk meminimal limbahnya. Tujuan penelitian ini untuk mengidentifikasi limbah, menentukan alternatif prober dan menganalisis kelayakan finansial alternatif terbaik. Hasil peneliltian ini menunjukkan limbah terbesar adalah kotoran ayam dan air kotor. alternatif terbaiknya adalah produksi pupuk kandang dari kotoran ayam, jika dianalisis kelayakan menghasilkan nilai payback period 1,11 tahun, Net Present Value Rp. 5.877.716,  B/C Ratio 2,4 kali Internal Rate Of Return 45,55%. Sehingga alternatif produksi bersih pupuk kandang layak dilakukan.


Kata Kunci : Peternakan, Ayam Petelur, Produksi Bersih
",Teknologi Industri Pertanian
